choice_id,milestone_id,object_name,route_id,timestamp,trace_id,session_id,player_id,session_start_time,session_end_time,state_SCORE_COMMUNITY_WARNING,state_SCORE_HELP_SEEKING,state_SCORE_INFORMATION_VERIFICATION,state_SCORE_PRESSURE_RESISTANCE,state_SCORE_RISK_RECOGNITION,email,trace_category
2,4,m4_email_scholarship,CH1_M4_R3_BB_2,2026-05-31 11:10:25.163,TRACE_REFUSE_RISKY_REQUEST,1fb026953dc846bc97dd4e7d57f23e00,vYmu30ZTOHbjiC4mPuaw73q6pZf1,2026-05-31 10:45:54.262,2026-05-31 11:11:29.933,50.0,70.0,56.0,50.0,48.0,player9@gmail.com,safe
1,4,m4_classgroup,CH1_M4_R0_BB_0,2026-05-31 11:10:37.005,TRACE_WARN_OTHERS,1fb026953dc846bc97dd4e7d57f23e00,vYmu30ZTOHbjiC4mPuaw73q6pZf1,2026-05-31 10:45:54.262,2026-05-31 11:11:29.933,50.0,70.0,59.0,56.0,48.0,player9@gmail.com,safe
1,0,m0_email_checkin,CH1_M0_R0_BB_1,2026-05-31 11:02:32.486,TRACE_READ_RELEVANT_INFO,4943e96963484c518a7a89e411957f59,VYZqyGu79USyXvpxpxWmk0lxnAE3,2026-05-31 11:02:01.304,2026-05-31 11:28:46.602,58.0,85.0,79.0,68.0,68.0,player11@gmail.com,safe
1,0,m0_guard,CH1_M0_R0_BB_3,2026-05-31 11:05:30.841,TRACE_ASK_PERSON,4943e96963484c518a7a89e411957f59,VYZqyGu79USyXvpxpxWmk0lxnAE3,2026-05-31 11:02:01.304,2026-05-31 11:28:46.602,58.0,85.0,84.0,68.0,71.0,player11@gmail.com,safe
1,0,m0_linh_askgroup,CH1_M0_R0_BB_4,2026-05-31 11:07:30.454,TRACE_ASK_PERSON,4943e96963484c518a7a89e411957f59,VYZqyGu79USyXvpxpxWmk0lxnAE3,2026-05-31 11:02:01.304,2026-05-31 11:28:46.602,50.0,50.0,50.0,50.0,50.0,player11@gmail.com,safe
2,0,m1_roommate_askdoc,CH1_M0_R0_BB_13,2026-05-31 11:17:26.822,TRACE_ASK_PERSON,4943e96963484c518a7a89e411957f59,VYZqyGu79USyXvpxpxWmk0lxnAE3,2026-05-31 11:02:01.304,2026-05-31 11:28:46.602,50.0,50.0,52.0,50.0,50.0,player11@gmail.com,safe
1,1,m1_link_freedoc,CH1_M1_R2_BB_2,2026-05-31 11:17:46.535,TRACE_OPEN_UNVERIFIED_LINK,4943e96963484c518a7a89e411957f59,VYZqyGu79USyXvpxpxWmk0lxnAE3,2026-05-31 11:02:01.304,2026-05-31 11:28:46.602,50.0,55.0,54.0,50.0,50.0,player11@gmail.com,risky
3,1,m2_shipper_call,CH1_M1_R0_BB_3,2026-05-31 11:22:08.679,TRACE_ASK_PERSON,4943e96963484c518a7a89e411957f59,VYZqyGu79USyXvpxpxWmk0lxnAE3,2026-05-31 11:02:01.304,2026-05-31 11:28:46.602,50.0,60.0,56.0,50.0,50.0,player11@gmail.com,safe
2,2,m2_shipper_call,CH1_M2_TC_1,2026-05-31 11:22:40.529,TRACE_DELAY_ACTION,4943e96963484c518a7a89e411957f59,VYZqyGu79USyXvpxpxWmk0lxnAE3,2026-05-31 11:02:01.304,2026-05-31 11:28:46.602,50.0,60.0,61.0,50.0,53.0,player11@gmail.com,safe
2,2,m2_shipper_call,CH1_M2_R2_BB_1,2026-05-31 11:23:04.385,TRACE_REFUSE_RISKY_REQUEST,4943e96963484c518a7a89e411957f59,VYZqyGu79USyXvpxpxWmk0lxnAE3,2026-05-31 11:02:01.304,2026-05-31 11:28:46.602,50.0,60.0,46.0,42.0,46.0,player11@gmail.com,safe
1,2,m2_app_checkorder,CH1_M2_R2_BB_2,2026-05-31 11:23:10.932,TRACE_INSPECT_SOURCE,4943e96963484c518a7a89e411957f59,VYZqyGu79USyXvpxpxWmk0lxnAE3,2026-05-31 11:02:01.304,2026-05-31 11:28:46.602,50.0,60.0,51.0,42.0,49.0,player11@gmail.com,safe
3,2,m3_namchat_borrowmoney,CH1_M2_R0_BB_3,2026-05-31 11:24:12.464,TRACE_DETECT_RED_FLAG,4943e96963484c518a7a89e411957f59,VYZqyGu79USyXvpxpxWmk0lxnAE3,2026-05-31 11:02:01.304,2026-05-31 11:28:46.602,50.0,65.0,53.0,42.0,49.0,player11@gmail.com,safe
2,3,m3_namchat_roomate,CH1_M3_TC_1,2026-05-31 11:24:32.038,TRACE_ASK_PERSON,4943e96963484c518a7a89e411957f59,VYZqyGu79USyXvpxpxWmk0lxnAE3,2026-05-31 11:02:01.304,2026-05-31 11:28:46.602,50.0,70.0,55.0,42.0,49.0,player11@gmail.com,safe
1,3,m3_namchat_Mai,CH1_M3_R2_BB_1,2026-05-31 11:24:50.586,TRACE_ASK_PERSON,4943e96963484c518a7a89e411957f59,VYZqyGu79USyXvpxpxWmk0lxnAE3,2026-05-31 11:02:01.304,2026-05-31 11:28:46.602,50.0,70.0,58.0,48.0,54.0,player11@gmail.com,safe
2,3,m3_namchat_borrowmoney,CH1_M3_R2_BB_1_A,2026-05-31 11:25:02.689,TRACE_REFUSE_RISKY_REQUEST,4943e96963484c518a7a89e411957f59,VYZqyGu79USyXvpxpxWmk0lxnAE3,2026-05-31 11:02:01.304,2026-05-31 11:28:46.602,58.0,70.0,58.0,48.0,54.0,player11@gmail.com,safe
2,3,m3_classgroup,CH1_M3_R0_BB_2,2026-05-31 11:25:37.493,TRACE_WARN_OTHERS,4943e96963484c518a7a89e411957f59,VYZqyGu79USyXvpxpxWmk0lxnAE3,2026-05-31 11:02:01.304,2026-05-31 11:28:46.602,58.0,75.0,60.0,48.0,54.0,player11@gmail.com,safe
3,3,m4_email_scholarship_askroomate,CH1_M3_R0_BB_5,2026-05-31 11:26:15.159,TRACE_ASK_PERSON,4943e96963484c518a7a89e411957f59,VYZqyGu79USyXvpxpxWmk0lxnAE3,2026-05-31 11:02:01.304,2026-05-31 11:28:46.602,58.0,75.0,65.0,48.0,57.0,player11@gmail.com,safe
1,4,m4_email_scholarship,CH1_M4_R3_BB_1,2026-05-31 11:27:42.137,TRACE_INSPECT_SOURCE,4943e96963484c518a7a89e411957f59,VYZqyGu79USyXvpxpxWmk0lxnAE3,2026-05-31 11:02:01.304,2026-05-31 11:28:46.602,58.0,75.0,68.0,54.0,62.0,player11@gmail.com,safe
2,4,m4_email_scholarship,CH1_M4_R3_BB_2,2026-05-31 11:27:59.349,TRACE_REFUSE_RISKY_REQUEST,4943e96963484c518a7a89e411957f59,VYZqyGu79USyXvpxpxWmk0lxnAE3,2026-05-31 11:02:01.304,2026-05-31 11:28:46.602,50.0,50.0,50.0,50.0,50.0,player11@gmail.com,safe
1,0,m0_email_checkin,CH1_M0_R0_BB_1,2026-05-31 10:56:13.370,TRACE_READ_RELEVANT_INFO,49c815d91834424d88c57e1bd5ace9e0,40f1uksF5kYFvJ5WxoYBzlBCfBE2,2026-05-31 10:53:52.725,2026-05-31 11:14:40.951,50.0,55.0,52.0,50.0,50.0,player10@gmail.com,safe
1,0,m0_guard,CH1_M0_R0_BB_3,2026-05-31 11:05:44.569,TRACE_ASK_PERSON,49c815d91834424d88c57e1bd5ace9e0,40f1uksF5kYFvJ5WxoYBzlBCfBE2,2026-05-31 10:53:52.725,2026-05-31 11:14:40.951,50.0,55.0,57.0,50.0,53.0,player10@gmail.com,safe
1,0,m0_linh_askgroup,CH1_M0_R0_BB_4,2026-05-31 11:06:54.932,TRACE_ASK_PERSON,49c815d91834424d88c57e1bd5ace9e0,40f1uksF5kYFvJ5WxoYBzlBCfBE2,2026-05-31 10:53:52.725,2026-05-31 11:14:40.951,50.0,60.0,59.0,50.0,53.0,player10@gmail.com,safe
3,0,m1_link_freedoc,CH1_M0_R0_BB_13,2026-05-31 11:09:47.414,TRACE_INSPECT_SOURCE,49c815d91834424d88c57e1bd5ace9e0,40f1uksF5kYFvJ5WxoYBzlBCfBE2,2026-05-31 10:53:52.725,2026-05-31 11:14:40.951,50.0,60.0,44.0,42.0,46.0,player10@gmail.com,safe
1,1,m2_shipper_call,CH1_M1_R0_BB_3,2026-05-31 11:11:12.168,TRACE_TRANSFER_MONEY,49c815d91834424d88c57e1bd5ace9e0,40f1uksF5kYFvJ5WxoYBzlBCfBE2,2026-05-31 10:53:52.725,2026-05-31 11:14:40.951,50.0,60.0,49.0,42.0,49.0,player10@gmail.com,risky
1,2,m2_app_checkorder,CH1_M2_R1_BB_3,2026-05-31 11:12:42.234,TRACE_INSPECT_SOURCE,49c815d91834424d88c57e1bd5ace9e0,40f1uksF5kYFvJ5WxoYBzlBCfBE2,2026-05-31 10:53:52.725,2026-05-31 11:14:40.951,50.0,60.0,52.0,42.0,56.0,player10@gmail.com,safe
2,2,m3_namchat_askroomate,CH1_M2_R0_BB_3,2026-05-31 11:13:11.679,TRACE_ASK_PERSON,49c815d91834424d88c57e1bd5ace9e0,40f1uksF5kYFvJ5WxoYBzlBCfBE2,2026-05-31 10:53:52.725,2026-05-31 11:14:40.951,50.0,60.0,55.0,48.0,61.0,player10@gmail.com,safe
1,3,m3_namchat_Mai,CH1_M3_R2_BB_1,2026-05-31 11:13:21.106,TRACE_ASK_PERSON,49c815d91834424d88c57e1bd5ace9e0,40f1uksF5kYFvJ5WxoYBzlBCfBE2,2026-05-31 10:53:52.725,2026-05-31 11:14:40.951,58.0,60.0,55.0,48.0,61.0,player10@gmail.com,safe
2,3,m3_namchat_borrowmoney,CH1_M3_R2_BB_1_A,2026-05-31 11:13:27.841,TRACE_REFUSE_RISKY_REQUEST,49c815d91834424d88c57e1bd5ace9e0,40f1uksF5kYFvJ5WxoYBzlBCfBE2,2026-05-31 10:53:52.725,2026-05-31 11:14:40.951,58.0,60.0,50.0,48.0,58.0,player10@gmail.com,safe
2,3,m3_classgroup,CH1_M3_R0_BB_2,2026-05-31 11:13:45.037,TRACE_WARN_OTHERS,49c815d91834424d88c57e1bd5ace9e0,40f1uksF5kYFvJ5WxoYBzlBCfBE2,2026-05-31 10:53:52.725,2026-05-31 11:14:40.951,58.0,60.0,43.0,48.0,54.0,player10@gmail.com,safe
3,3,m4_email_scholarship_askroomate,CH1_M3_R0_BB_5,2026-05-31 11:14:12.006,TRACE_ASK_PERSON,49c815d91834424d88c57e1bd5ace9e0,40f1uksF5kYFvJ5WxoYBzlBCfBE2,2026-05-31 10:53:52.725,2026-05-31 11:14:40.951,58.0,60.0,31.0,44.0,48.0,player10@gmail.com,safe
1,4,m4_email_scholarship,CH1_M4_R3_BB_1,2026-05-31 11:14:21.220,TRACE_INSPECT_SOURCE,49c815d91834424d88c57e1bd5ace9e0,40f1uksF5kYFvJ5WxoYBzlBCfBE2,2026-05-31 10:53:52.725,2026-05-31 11:14:40.951,58.0,60.0,11.0,38.0,38.0,player10@gmail.com,safe
2,4,m4_email_scholarship,CH1_M4_R3_BB_2,2026-05-31 11:14:27.738,TRACE_REFUSE_RISKY_REQUEST,49c815d91834424d88c57e1bd5ace9e0,40f1uksF5kYFvJ5WxoYBzlBCfBE2,2026-05-31 10:53:52.725,2026-05-31 11:14:40.951,58.0,60.0,0.0,30.0,26.0,player10@gmail.com,safe
1,4,m4_classgroup,CH1_M4_R0_BB_0,2026-05-31 11:14:32.625,TRACE_WARN_OTHERS,49c815d91834424d88c57e1bd5ace9e0,40f1uksF5kYFvJ5WxoYBzlBCfBE2,2026-05-31 10:53:52.725,2026-05-31 11:14:40.951,58.0,65.0,2.0,30.0,26.0,player10@gmail.com,safe
1,0,m0_guard,CH1_M0_R0_BB_3,2026-05-31 12:05:30.960,TRACE_ASK_PERSON,66c3226e840e461a902dffc6c8ac249c,1gJPPFrwADbPzDMNxwIhKHuCPWv1,2026-05-31 12:04:23.183,2026-05-31 12:12:39.638,50.0,75.0,58.0,54.0,51.0,player12@gmail.com,safe
3,0,m1_link_freedoc,CH1_M0_R0_BB_13,2026-05-31 12:08:42.902,TRACE_INSPECT_SOURCE,66c3226e840e461a902dffc6c8ac249c,1gJPPFrwADbPzDMNxwIhKHuCPWv1,2026-05-31 12:04:23.183,2026-05-31 12:12:39.638,50.0,80.0,60.0,54.0,51.0,player12@gmail.com,safe
3,1,m2_shipper_call,CH1_M1_R0_BB_3,2026-05-31 12:09:51.201,TRACE_ASK_PERSON,66c3226e840e461a902dffc6c8ac249c,1gJPPFrwADbPzDMNxwIhKHuCPWv1,2026-05-31 12:04:23.183,2026-05-31 12:12:39.638,50.0,80.0,63.0,60.0,56.0,player12@gmail.com,safe
1,2,m2_shipper_call,CH1_M2_TC_1,2026-05-31 12:10:05.474,TRACE_TRANSFER_MONEY,66c3226e840e461a902dffc6c8ac249c,1gJPPFrwADbPzDMNxwIhKHuCPWv1,2026-05-31 12:04:23.183,2026-05-31 12:12:39.638,58.0,80.0,63.0,60.0,56.0,player12@gmail.com,risky
1,2,m2_app_checkorder,CH1_M2_R1_BB_3,2026-05-31 12:10:57.862,TRACE_INSPECT_SOURCE,66c3226e840e461a902dffc6c8ac249c,1gJPPFrwADbPzDMNxwIhKHuCPWv1,2026-05-31 12:04:23.183,2026-05-31 12:12:39.638,58.0,85.0,65.0,60.0,56.0,player12@gmail.com,safe
3,2,m3_namchat_borrowmoney,CH1_M2_R0_BB_3,2026-05-31 12:11:16.791,TRACE_DETECT_RED_FLAG,66c3226e840e461a902dffc6c8ac249c,1gJPPFrwADbPzDMNxwIhKHuCPWv1,2026-05-31 12:04:23.183,2026-05-31 12:12:39.638,58.0,85.0,70.0,60.0,59.0,player12@gmail.com,safe
3,3,m3_namchat_borrowmoney,CH1_M3_TC_1,2026-05-31 12:11:20.170,TRACE_REFUSE_RISKY_REQUEST,66c3226e840e461a902dffc6c8ac249c,1gJPPFrwADbPzDMNxwIhKHuCPWv1,2026-05-31 12:04:23.183,2026-05-31 12:12:39.638,58.0,85.0,73.0,66.0,64.0,player12@gmail.com,safe
2,3,m3_classgroup,CH1_M3_R0_BB_2,2026-05-31 12:11:40.313,TRACE_WARN_OTHERS,66c3226e840e461a902dffc6c8ac249c,1gJPPFrwADbPzDMNxwIhKHuCPWv1,2026-05-31 12:04:23.183,2026-05-31 12:12:39.638,50.0,50.0,50.0,50.0,50.0,player12@gmail.com,safe
1,3,m4_email_scholarship,CH1_M3_R0_BB_5,2026-05-31 12:12:03.887,TRACE_OPEN_UNVERIFIED_FORM,66c3226e840e461a902dffc6c8ac249c,1gJPPFrwADbPzDMNxwIhKHuCPWv1,2026-05-31 12:04:23.183,2026-05-31 12:12:39.638,50.0,50.0,52.0,50.0,50.0,player12@gmail.com,risky
1,4,m4_scholarship_form,CH1_M4_R1_BB_1,2026-05-31 12:12:06.209,TRACE_FILL_BASIC_INFO,66c3226e840e461a902dffc6c8ac249c,1gJPPFrwADbPzDMNxwIhKHuCPWv1,2026-05-31 12:04:23.183,2026-05-31 12:12:39.638,50.0,55.0,54.0,50.0,50.0,player12@gmail.com,neutral
1,4,m4_form_bankaccount,CH1_M4_R1_BB_2,2026-05-31 12:12:09.974,TRACE_FILL_SENSITIVE_INFO,66c3226e840e461a902dffc6c8ac249c,1gJPPFrwADbPzDMNxwIhKHuCPWv1,2026-05-31 12:04:23.183,2026-05-31 12:12:39.638,50.0,60.0,56.0,50.0,50.0,player12@gmail.com,neutral
1,4,m4_form_banklogin,CH1_M4_R1_BB_4,2026-05-31 12:12:13.950,TRACE_SUBMIT_CREDENTIAL,66c3226e840e461a902dffc6c8ac249c,1gJPPFrwADbPzDMNxwIhKHuCPWv1,2026-05-31 12:04:23.183,2026-05-31 12:12:39.638,50.0,65.0,58.0,50.0,50.0,player12@gmail.com,neutral
1,4,m4_otp_bankauth,CH1_M4_R1_BB_5,2026-05-31 12:12:16.163,TRACE_SUBMIT_AUTH_CODE,66c3226e840e461a902dffc6c8ac249c,1gJPPFrwADbPzDMNxwIhKHuCPWv1,2026-05-31 12:04:23.183,2026-05-31 12:12:39.638,50.0,65.0,61.0,56.0,55.0,player12@gmail.com,neutral
1,4,m4_roommate,CH1_M4_R1_BB_6,2026-05-31 12:12:23.271,TRACE_ASK_PERSON,66c3226e840e461a902dffc6c8ac249c,1gJPPFrwADbPzDMNxwIhKHuCPWv1,2026-05-31 12:04:23.183,2026-05-31 12:12:39.638,50.0,65.0,46.0,48.0,48.0,player12@gmail.com,safe
1,4,m4_classgroup,CH1_M4_R0_BB_0,2026-05-31 12:12:33.282,TRACE_WARN_OTHERS,66c3226e840e461a902dffc6c8ac249c,1gJPPFrwADbPzDMNxwIhKHuCPWv1,2026-05-31 12:04:23.183,2026-05-31 12:12:39.638,50.0,65.0,51.0,48.0,51.0,player12@gmail.com,safe
1,0,m0_email_checkin,CH1_M0_R0_BB_1,2026-05-31 11:16:56.377,TRACE_READ_RELEVANT_INFO,75eeb26fc024487c8997793141fe4192,aUwWXivyj0VBPP4fmL3STw6ydC83,2026-05-31 11:08:30.267,2026-05-31 12:07:00.320,50.0,50.0,52.0,50.0,50.0,player7@gmail.com,safe
1,0,m0_guard,CH1_M0_R0_BB_3,2026-05-31 11:19:36.622,TRACE_ASK_PERSON,75eeb26fc024487c8997793141fe4192,aUwWXivyj0VBPP4fmL3STw6ydC83,2026-05-31 11:08:30.267,2026-05-31 12:07:00.320,50.0,55.0,54.0,50.0,50.0,player7@gmail.com,safe
1,0,m0_linh_askgroup,CH1_M0_R0_BB_4,2026-05-31 11:23:35.591,TRACE_ASK_PERSON,75eeb26fc024487c8997793141fe4192,aUwWXivyj0VBPP4fmL3STw6ydC83,2026-05-31 11:08:30.267,2026-05-31 12:07:00.320,50.0,60.0,56.0,50.0,50.0,player7@gmail.com,safe
2,0,m1_roommate_askdoc,CH1_M0_R0_BB_13,2026-05-31 11:41:35.384,TRACE_ASK_PERSON,75eeb26fc024487c8997793141fe4192,aUwWXivyj0VBPP4fmL3STw6ydC83,2026-05-31 11:08:30.267,2026-05-31 12:07:00.320,50.0,60.0,52.0,50.0,48.0,player7@gmail.com,safe
2,1,m1_link_freedoc,CH1_M1_R2_BB_2,2026-05-31 11:43:30.407,TRACE_REFUSE_RISKY_REQUEST,75eeb26fc024487c8997793141fe4192,aUwWXivyj0VBPP4fmL3STw6ydC83,2026-05-31 11:08:30.267,2026-05-31 12:07:00.320,50.0,60.0,32.0,44.0,38.0,player7@gmail.com,safe
3,1,m2_shipper_call,CH1_M1_R0_BB_3,2026-05-31 11:51:02.081,TRACE_ASK_PERSON,75eeb26fc024487c8997793141fe4192,aUwWXivyj0VBPP4fmL3STw6ydC83,2026-05-31 11:08:30.267,2026-05-31 12:07:00.320,50.0,65.0,34.0,44.0,38.0,player7@gmail.com,safe
2,2,m2_shipper_call,CH1_M2_TC_1,2026-05-31 11:51:47.568,TRACE_DELAY_ACTION,75eeb26fc024487c8997793141fe4192,aUwWXivyj0VBPP4fmL3STw6ydC83,2026-05-31 11:08:30.267,2026-05-31 12:07:00.320,50.0,65.0,19.0,36.0,31.0,player7@gmail.com,safe
1,2,m2_shipper_call,CH1_M2_R2_BB_1,2026-05-31 11:52:11.320,TRACE_TRANSFER_MONEY,75eeb26fc024487c8997793141fe4192,aUwWXivyj0VBPP4fmL3STw6ydC83,2026-05-31 11:08:30.267,2026-05-31 12:07:00.320,50.0,65.0,24.0,36.0,34.0,player7@gmail.com,risky
1,2,m2_app_checkorder,CH1_M2_R1_BB_3,2026-05-31 11:58:31.020,TRACE_INSPECT_SOURCE,75eeb26fc024487c8997793141fe4192,aUwWXivyj0VBPP4fmL3STw6ydC83,2026-05-31 11:08:30.267,2026-05-31 12:07:00.320,50.0,70.0,26.0,36.0,34.0,player7@gmail.com,safe
2,2,m3_namchat_askroomate,CH1_M2_R0_BB_3,2026-05-31 12:00:06.654,TRACE_ASK_PERSON,75eeb26fc024487c8997793141fe4192,aUwWXivyj0VBPP4fmL3STw6ydC83,2026-05-31 11:08:30.267,2026-05-31 12:07:00.320,50.0,75.0,28.0,36.0,34.0,player7@gmail.com,safe
1,3,m3_namchat_Mai,CH1_M3_R2_BB_1,2026-05-31 12:01:40.218,TRACE_ASK_PERSON,75eeb26fc024487c8997793141fe4192,aUwWXivyj0VBPP4fmL3STw6ydC83,2026-05-31 11:08:30.267,2026-05-31 12:07:00.320,50.0,75.0,31.0,42.0,39.0,player7@gmail.com,safe
2,3,m3_namchat_borrowmoney,CH1_M3_R2_BB_1_A,2026-05-31 12:02:01.219,TRACE_REFUSE_RISKY_REQUEST,75eeb26fc024487c8997793141fe4192,aUwWXivyj0VBPP4fmL3STw6ydC83,2026-05-31 11:08:30.267,2026-05-31 12:07:00.320,58.0,75.0,31.0,42.0,39.0,player7@gmail.com,safe
2,3,m3_classgroup,CH1_M3_R0_BB_2,2026-05-31 12:02:49.384,TRACE_WARN_OTHERS,75eeb26fc024487c8997793141fe4192,aUwWXivyj0VBPP4fmL3STw6ydC83,2026-05-31 11:08:30.267,2026-05-31 12:07:00.320,58.0,80.0,33.0,42.0,39.0,player7@gmail.com,safe
3,3,m4_email_scholarship_askroomate,CH1_M3_R0_BB_5,2026-05-31 12:05:27.728,TRACE_ASK_PERSON,75eeb26fc024487c8997793141fe4192,aUwWXivyj0VBPP4fmL3STw6ydC83,2026-05-31 11:08:30.267,2026-05-31 12:07:00.320,58.0,80.0,38.0,42.0,42.0,player7@gmail.com,safe
1,4,m4_email_scholarship,CH1_M4_R3_BB_1,2026-05-31 12:05:54.020,TRACE_INSPECT_SOURCE,75eeb26fc024487c8997793141fe4192,aUwWXivyj0VBPP4fmL3STw6ydC83,2026-05-31 11:08:30.267,2026-05-31 12:07:00.320,58.0,80.0,41.0,48.0,47.0,player7@gmail.com,safe
2,4,m4_email_scholarship,CH1_M4_R3_BB_2,2026-05-31 12:06:09.323,TRACE_REFUSE_RISKY_REQUEST,75eeb26fc024487c8997793141fe4192,aUwWXivyj0VBPP4fmL3STw6ydC83,2026-05-31 11:08:30.267,2026-05-31 12:07:00.320,50.0,50.0,52.0,50.0,50.0,player7@gmail.com,safe
1,4,m4_classgroup,CH1_M4_R0_BB_0,2026-05-31 12:06:25.549,TRACE_WARN_OTHERS,75eeb26fc024487c8997793141fe4192,aUwWXivyj0VBPP4fmL3STw6ydC83,2026-05-31 11:08:30.267,2026-05-31 12:07:00.320,50.0,55.0,54.0,50.0,50.0,player7@gmail.com,safe
